Postaja,Regija,Datum,SO2
velenje,Savinjska,2000-05-31,27.0
skale,Savinjska,2000-05-31,105.0
eis celje,Savinjska,2000-05-31,35.0
trbovlje,Zasavska,2000-05-31,79.0
hrastnik,Zasavska,2000-05-31,67.0
zagorje,Zasavska,2000-05-31,61.0
kovk,Zasavska,2000-05-31,360.0
dobovec,Zasavska,2000-05-31,187.0
kum,Zasavska,2000-05-31,27.0
ravenska vas,Zasavska,2000-05-31,248.0
graska gora,Koroška,2000-06-30,165.0
ljubljana f.,Osrednjeslovenska,2000-06-30,18.0
ljubljana b.,Osrednjeslovenska,2000-06-30,13.0
vnajnarje,Osrednjeslovenska,2000-06-30,30.0
maribor,Podravska,2000-06-30,16.0
eis krsko,Posavska,2000-06-30,159.0
celje,Savinjska,2000-06-30,43.0
sostanj,Savinjska,2000-06-30,345.0
topolsica,Savinjska,2000-06-30,137.0
veliki vrh,Savinjska,2000-06-30,140.0
zavodnje,Savinjska,2000-06-30,185.0
velenje,Savinjska,2000-06-30,57.0
skale,Savinjska,2000-06-30,75.0
eis celje,Savinjska,2000-06-30,50.0
trbovlje,Zasavska,2000-06-30,84.0
hrastnik,Zasavska,2000-06-30,80.0
zagorje,Zasavska,2000-06-30,141.0
kovk,Zasavska,2000-06-30,244.0
dobovec,Zasavska,2000-06-30,114.0
kum,Zasavska,2000-06-30,26.0
ravenska vas,Zasavska,2000-06-30,353.0
graska gora,Koroška,2000-07-31,175.0
ljubljana f.,Osrednjeslovenska,2000-07-31,14.0
ljubljana b.,Osrednjeslovenska,2000-07-31,17.0
vnajnarje,Osrednjeslovenska,2000-07-31,19.0
maribor,Podravska,2000-07-31,11.0
eis krsko,Posavska,2000-07-31,124.0
celje,Savinjska,2000-07-31,30.0
sostanj,Savinjska,2000-07-31,134.0
topolsica,Savinjska,2000-07-31,23.0
veliki vrh,Savinjska,2000-07-31,104.0
zavodnje,Savinjska,2000-07-31,66.0
velenje,Savinjska,2000-07-31,30.0
skale,Savinjska,2000-07-31,93.0
eis celje,Savinjska,2000-07-31,35.0
trbovlje,Zasavska,2000-07-31,29.0
hrastnik,Zasavska,2000-07-31,50.0
zagorje,Zasavska,2000-07-31,20.0
kovk,Zasavska,2000-07-31,99.0
dobovec,Zasavska,2000-07-31,71.0
kum,Zasavska,2000-07-31,41.0
ravenska vas,Zasavska,2000-07-31,162.0
graska gora,Koroška,2000-08-31,170.0
ljubljana f.,Osrednjeslovenska,2000-08-31,9.0
ljubljana b.,Osrednjeslovenska,2000-08-31,26.0
vnajnarje,Osrednjeslovenska,2000-08-31,8.0
maribor,Podravska,2000-08-31,12.0
eis krsko,Posavska,2000-08-31,156.0
celje,Savinjska,2000-08-31,34.0
sostanj,Savinjska,2000-08-31,289.0
topolsica,Savinjska,2000-08-31,76.0
veliki vrh,Savinjska,2000-08-31,150.0
zavodnje,Savinjska,2000-08-31,85.0
velenje,Savinjska,2000-08-31,13.0
skale,Savinjska,2000-08-31,139.0
eis celje,Savinjska,2000-08-31,29.0
trbovlje,Zasavska,2000-08-31,50.0
hrastnik,Zasavska,2000-08-31,40.0
zagorje,Zasavska,2000-08-31,21.0
kovk,Zasavska,2000-08-31,40.0
dobovec,Zasavska,2000-08-31,33.0
kum,Zasavska,2000-08-31,36.0
ravenska vas,Zasavska,2000-08-31,118.0
graska gora,Koroška,2000-09-30,56.0
ljubljana f.,Osrednjeslovenska,2000-09-30,11.0
ljubljana b.,Osrednjeslovenska,2000-09-30,16.0
vnajnarje,Osrednjeslovenska,2000-09-30,46.0
maribor,Podravska,2000-09-30,19.0
eis krsko,Posavska,2000-09-30,11.0
celje,Savinjska,2000-09-30,16.0
sostanj,Savinjska,2000-09-30,131.0
topolsica,Savinjska,2000-09-30,18.0
veliki vrh,Savinjska,2000-09-30,156.0
zavodnje,Savinjska,2000-09-30,35.0
velenje,Savinjska,2000-09-30,8.0
skale,Savinjska,2000-09-30,39.0
eis celje,Savinjska,2000-09-30,18.0
trbovlje,Zasavska,2000-09-30,30.0
hrastnik,Zasavska,2000-09-30,58.0
zagorje,Zasavska,2000-09-30,32.0
kovk,Zasavska,2000-09-30,174.0
dobovec,Zasavska,2000-09-30,137.0
kum,Zasavska,2000-09-30,57.0
ravenska vas,Zasavska,2000-09-30,190.0
graska gora,Koroška,2000-10-31,51.0
ljubljana f.,Osrednjeslovenska,2000-10-31,14.0
ljubljana b.,Osrednjeslovenska,2000-10-31,32.0
vnajnarje,Osrednjeslovenska,2000-10-31,24.0
maribor,Podravska,2000-10-31,15.0
eis krsko,Posavska,2000-10-31,111.0
celje,Savinjska,2000-10-31,18.0
sostanj,Savinjska,2000-10-31,194.0
topolsica,Savinjska,2000-10-31,14.0
veliki vrh,Savinjska,2000-10-31,109.0
zavodnje,Savinjska,2000-10-31,20.0
velenje,Savinjska,2000-10-31,9.0
skale,Savinjska,2000-10-31,11.0
eis celje,Savinjska,2000-10-31,12.0
trbovlje,Zasavska,2000-10-31,34.0
hrastnik,Zasavska,2000-10-31,43.0
zagorje,Zasavska,2000-10-31,14.0
kovk,Zasavska,2000-10-31,135.0
dobovec,Zasavska,2000-10-31,80.0
kum,Zasavska,2000-10-31,98.0
ravenska vas,Zasavska,2000-10-31,132.0
graska gora,Koroška,2000-11-30,92.0
ljubljana f.,Osrednjeslovenska,2000-11-30,10.0
ljubljana b.,Osrednjeslovenska,2000-11-30,12.0
vnajnarje,Osrednjeslovenska,2000-11-30,49.0
maribor,Podravska,2000-11-30,15.0
eis krsko,Posavska,2000-11-30,103.0
celje,Savinjska,2000-11-30,31.0
sostanj,Savinjska,2000-11-30,560.0
topolsica,Savinjska,2000-11-30,8.0
veliki vrh,Savinjska,2000-11-30,298.0
zavodnje,Savinjska,2000-11-30,56.0
velenje,Savinjska,2000-11-30,31.0
skale,Savinjska,2000-11-30,48.0
eis celje,Savinjska,2000-11-30,
trbovlje,Zasavska,2000-11-30,17.0
hrastnik,Zasavska,2000-11-30,93.0
zagorje,Zasavska,2000-11-30,10.0
kovk,Zasavska,2000-11-30,178.0
dobovec,Zasavska,2000-11-30,230.0
kum,Zasavska,2000-11-30,44.0
ravenska vas,Zasavska,2000-11-30,100.0
graska gora,Koroška,2000-12-31,28.0
ljubljana f.,Osrednjeslovenska,2000-12-31,24.0
ljubljana b.,Osrednjeslovenska,2000-12-31,25.0
vnajnarje,Osrednjeslovenska,2000-12-31,33.0
maribor,Podravska,2000-12-31,16.0
eis krsko,Posavska,2000-12-31,91.0
celje,Savinjska,2000-12-31,43.0
sostanj,Savinjska,2000-12-31,133.0
topolsica,Savinjska,2000-12-31,17.0
veliki vrh,Savinjska,2000-12-31,217.0
zavodnje,Savinjska,2000-12-31,43.0
velenje,Savinjska,2000-12-31,9.0
skale,Savinjska,2000-12-31,42.0
eis celje,Savinjska,2000-12-31,
trbovlje,Zasavska,2000-12-31,35.0
hrastnik,Zasavska,2000-12-31,70.0
zagorje,Zasavska,2000-12-31,122.0
kovk,Zasavska,2000-12-31,233.0
dobovec,Zasavska,2000-12-31,415.0
kum,Zasavska,2000-12-31,26.0
ravenska vas,Zasavska,2000-12-31,110.0
graska gora,Koroška,2001-01-31,44.0
ljubljana f.,Osrednjeslovenska,2001-01-31,33.0
ljubljana b.,Osrednjeslovenska,2001-01-31,33.0
vnajnarje,Osrednjeslovenska,2001-01-31,32.0
maribor,Podravska,2001-01-31,28.0
eis krsko,Posavska,2001-01-31,135.0
celje,Savinjska,2001-01-31,30.0
sostanj,Savinjska,2001-01-31,167.0
topolsica,Savinjska,2001-01-31,17.0
veliki vrh,Savinjska,2001-01-31,229.0
zavodnje,Savinjska,2001-01-31,37.0
velenje,Savinjska,2001-01-31,15.0
skale,Savinjska,2001-01-31,23.0
eis celje,Savinjska,2001-01-31,
trbovlje,Zasavska,2001-01-31,46.0
hrastnik,Zasavska,2001-01-31,38.0
zagorje,Zasavska,2001-01-31,21.0
kovk,Zasavska,2001-01-31,228.0
dobovec,Zasavska,2001-01-31,158.0
kum,Zasavska,2001-01-31,23.0
ravenska vas,Zasavska,2001-01-31,48.0
graska gora,Koroška,2001-02-28,36.0
ljubljana f.,Osrednjeslovenska,2001-02-28,22.0
ljubljana b.,Osrednjeslovenska,2001-02-28,18.0
vnajnarje,Osrednjeslovenska,2001-02-28,27.0
maribor,Podravska,2001-02-28,18.0
eis krsko,Posavska,2001-02-28,189.0
celje,Savinjska,2001-02-28,45.0
sostanj,Savinjska,2001-02-28,295.0
topolsica,Savinjska,2001-02-28,68.0
veliki vrh,Savinjska,2001-02-28,165.0
zavodnje,Savinjska,2001-02-28,95.0
velenje,Savinjska,2001-02-28,10.0
skale,Savinjska,2001-02-28,38.0
eis celje,Savinjska,2001-02-28,40.0
trbovlje,Zasavska,2001-02-28,27.0
hrastnik,Zasavska,2001-02-28,50.0
zagorje,Zasavska,2001-02-28,86.0
kovk,Zasavska,2001-02-28,293.0
dobovec,Zasavska,2001-02-28,395.0
kum,Zasavska,2001-02-28,59.0
ravenska vas,Zasavska,2001-02-28,171.0
graska gora,Koroška,2001-03-31,62.0
ljubljana f.,Osrednjeslovenska,2001-03-31,20.0
ljubljana b.,Osrednjeslovenska,2001-03-31,31.0
vnajnarje,Osrednjeslovenska,2001-03-31,56.0
maribor,Podravska,2001-03-31,22.0
eis krsko,Posavska,2001-03-31,240.0
celje,Savinjska,2001-03-31,34.0
sostanj,Savinjska,2001-03-31,407.0
topolsica,Savinjska,2001-03-31,14.0
veliki vrh,Savinjska,2001-03-31,113.0
zavodnje,Savinjska,2001-03-31,82.0
velenje,Savinjska,2001-03-31,8.0
skale,Savinjska,2001-03-31,59.0
eis celje,Savinjska,2001-03-31,
trbovlje,Zasavska,2001-03-31,35.0
hrastnik,Zasavska,2001-03-31,59.0
zagorje,Zasavska,2001-03-31,35.0
kovk,Zasavska,2001-03-31,227.0
dobovec,Zasavska,2001-03-31,154.0
kum,Zasavska,2001-03-31,71.0
ravenska vas,Zasavska,2001-03-31,193.0
graska gora,Koroška,2001-04-30,126.0
ljubljana f.,Osrednjeslovenska,2001-04-30,20.0
ljubljana b.,Osrednjeslovenska,2001-04-30,24.0
vnajnarje,Osrednjeslovenska,2001-04-30,29.0
maribor,Podravska,2001-04-30,18.0
eis krsko,Posavska,2001-04-30,214.0
celje,Savinjska,2001-04-30,15.0
sostanj,Savinjska,2001-04-30,268.0
topolsica,Savinjska,2001-04-30,33.0
veliki vrh,Savinjska,2001-04-30,120.0
zavodnje,Savinjska,2001-04-30,56.0
velenje,Savinjska,2001-04-30,7.0
skale,Savinjska,2001-04-30,49.0
eis celje,Savinjska,2001-04-30,7.0
trbovlje,Zasavska,2001-04-30,25.0
hrastnik,Zasavska,2001-04-30,38.0
zagorje,Zasavska,2001-04-30,59.0
kovk,Zasavska,2001-04-30,273.0
dobovec,Zasavska,2001-04-30,242.0
kum,Zasavska,2001-04-30,22.0
ravenska vas,Zasavska,2001-04-30,161.0
graska gora,Koroška,2001-05-31,76.0
ljubljana f.,Osrednjeslovenska,2001-05-31,19.0
ljubljana b.,Osrednjeslovenska,2001-05-31,21.0
vnajnarje,Osrednjeslovenska,2001-05-31,33.0
maribor,Podravska,2001-05-31,24.0
eis krsko,Posavska,2001-05-31,157.0
celje,Savinjska,2001-05-31,27.0
sostanj,Savinjska,2001-05-31,287.0
topolsica,Savinjska,2001-05-31,42.0
veliki vrh,Savinjska,2001-05-31,184.0
zavodnje,Savinjska,2001-05-31,100.0
velenje,Savinjska,2001-05-31,11.0
skale,Savinjska,2001-05-31,33.0
eis celje,Savinjska,2001-05-31,6.0
trbovlje,Zasavska,2001-05-31,33.0
hrastnik,Zasavska,2001-05-31,43.0
zagorje,Zasavska,2001-05-31,77.0
kovk,Zasavska,2001-05-31,195.0
dobovec,Zasavska,2001-05-31,281.0
kum,Zasavska,2001-05-31,46.0
ravenska vas,Zasavska,2001-05-31,175.0
graska gora,Koroška,2001-06-30,42.0
ljubljana f.,Osrednjeslovenska,2001-06-30,42.0
ljubljana b.,Osrednjeslovenska,2001-06-30,35.0
vnajnarje,Osrednjeslovenska,2001-06-30,16.0
maribor,Podravska,2001-06-30,11.0
eis krsko,Posavska,2001-06-30,112.0
celje,Savinjska,2001-06-30,11.0
sostanj,Savinjska,2001-06-30,320.0
topolsica,Savinjska,2001-06-30,29.0
veliki vrh,Savinjska,2001-06-30,110.0
zavodnje,Savinjska,2001-06-30,50.0
velenje,Savinjska,2001-06-30,10.0
skale,Savinjska,2001-06-30,20.0
eis celje,Savinjska,2001-06-30,6.0
trbovlje,Zasavska,2001-06-30,18.0
hrastnik,Zasavska,2001-06-30,65.0
zagorje,Zasavska,2001-06-30,61.0
kovk,Zasavska,2001-06-30,200.0
dobovec,Zasavska,2001-06-30,102.0
kum,Zasavska,2001-06-30,64.0
ravenska vas,Zasavska,2001-06-30,163.0
graska gora,Koroška,2001-07-31,39.0
ljubljana f.,Osrednjeslovenska,2001-07-31,36.0
ljubljana b.,Osrednjeslovenska,2001-07-31,25.0
vnajnarje,Osrednjeslovenska,2001-07-31,22.0
maribor,Podravska,2001-07-31,13.0
eis krsko,Posavska,2001-07-31,118.0
celje,Savinjska,2001-07-31,17.0
sostanj,Savinjska,2001-07-31,305.0
topolsica,Savinjska,2001-07-31,24.0
veliki vrh,Savinjska,2001-07-31,123.0
zavodnje,Savinjska,2001-07-31,45.0
velenje,Savinjska,2001-07-31,6.0
skale,Savinjska,2001-07-31,33.0
eis celje,Savinjska,2001-07-31,4.0
trbovlje,Zasavska,2001-07-31,8.0
hrastnik,Zasavska,2001-07-31,17.0
zagorje,Zasavska,2001-07-31,10.0
kovk,Zasavska,2001-07-31,19.0
dobovec,Zasavska,2001-07-31,16.0
kum,Zasavska,2001-07-31,17.0
ravenska vas,Zasavska,2001-07-31,113.0
graska gora,Koroška,2001-08-31,112.0
ljubljana f.,Osrednjeslovenska,2001-08-31,9.0
ljubljana b.,Osrednjeslovenska,2001-08-31,8.0
vnajnarje,Osrednjeslovenska,2001-08-31,7.0
maribor,Podravska,2001-08-31,9.0
eis krsko,Posavska,2001-08-31,191.0
celje,Savinjska,2001-08-31,40.0
sostanj,Savinjska,2001-08-31,169.0
topolsica,Savinjska,2001-08-31,42.0
veliki vrh,Savinjska,2001-08-31,148.0
zavodnje,Savinjska,2001-08-31,71.0
velenje,Savinjska,2001-08-31,13.0
skale,Savinjska,2001-08-31,66.0
eis celje,Savinjska,2001-08-31,11.0
trbovlje,Zasavska,2001-08-31,27.0
hrastnik,Zasavska,2001-08-31,13.0
zagorje,Zasavska,2001-08-31,13.0
kovk,Zasavska,2001-08-31,45.0
dobovec,Zasavska,2001-08-31,18.0
kum,Zasavska,2001-08-31,13.0
ravenska vas,Zasavska,2001-08-31,64.0
graska gora,Koroška,2001-09-30,61.0
ljubljana f.,Osrednjeslovenska,2001-09-30,6.0
ljubljana b.,Osrednjeslovenska,2001-09-30,11.0
vnajnarje,Osrednjeslovenska,2001-09-30,11.0
maribor,Podravska,2001-09-30,11.0
eis krsko,Posavska,2001-09-30,135.0
celje,Savinjska,2001-09-30,25.0
sostanj,Savinjska,2001-09-30,373.0
topolsica,Savinjska,2001-09-30,24.0
veliki vrh,Savinjska,2001-09-30,188.0
zavodnje,Savinjska,2001-09-30,48.0
velenje,Savinjska,2001-09-30,6.0
skale,Savinjska,2001-09-30,50.0
eis celje,Savinjska,2001-09-30,
trbovlje,Zasavska,2001-09-30,20.0
hrastnik,Zasavska,2001-09-30,50.0
zagorje,Zasavska,2001-09-30,25.0
kovk,Zasavska,2001-09-30,239.0
dobovec,Zasavska,2001-09-30,273.0
kum,Zasavska,2001-09-30,70.0
ravenska vas,Zasavska,2001-09-30,121.0
graska gora,Koroška,2001-10-31,40.0
ljubljana f.,Osrednjeslovenska,2001-10-31,35.0
ljubljana b.,Osrednjeslovenska,2001-10-31,31.0
vnajnarje,Osrednjeslovenska,2001-10-31,56.0
maribor,Podravska,2001-10-31,17.0
eis krsko,Posavska,2001-10-31,175.0
celje,Savinjska,2001-10-31,44.0
sostanj,Savinjska,2001-10-31,309.0
topolsica,Savinjska,2001-10-31,43.0
veliki vrh,Savinjska,2001-10-31,267.0
zavodnje,Savinjska,2001-10-31,140.0
velenje,Savinjska,2001-10-31,30.0
skale,Savinjska,2001-10-31,41.0
eis celje,Savinjska,2001-10-31,14.0
trbovlje,Zasavska,2001-10-31,101.0
hrastnik,Zasavska,2001-10-31,51.0
zagorje,Zasavska,2001-10-31,75.0
kovk,Zasavska,2001-10-31,221.0
dobovec,Zasavska,2001-10-31,1067.0
kum,Zasavska,2001-10-31,212.0
ravenska vas,Zasavska,2001-10-31,188.0
graska gora,Koroška,2001-11-30,57.0
ljubljana f.,Osrednjeslovenska,2001-11-30,22.0
ljubljana b.,Osrednjeslovenska,2001-11-30,25.0
vnajnarje,Osrednjeslovenska,2001-11-30,23.0
maribor,Podravska,2001-11-30,36.0
eis krsko,Posavska,2001-11-30,95.0
celje,Savinjska,2001-11-30,43.0
sostanj,Savinjska,2001-11-30,204.0
topolsica,Savinjska,2001-11-30,43.0
veliki vrh,Savinjska,2001-11-30,224.0
zavodnje,Savinjska,2001-11-30,130.0
velenje,Savinjska,2001-11-30,12.0
skale,Savinjska,2001-11-30,34.0
eis celje,Savinjska,2001-11-30,14.0
trbovlje,Zasavska,2001-11-30,73.0
hrastnik,Zasavska,2001-11-30,55.0
zagorje,Zasavska,2001-11-30,83.0
kovk,Zasavska,2001-11-30,32.0
dobovec,Zasavska,2001-11-30,632.0
kum,Zasavska,2001-11-30,229.0
ravenska vas,Zasavska,2001-11-30,195.0
graska gora,Koroška,2001-12-31,101.0
ljubljana f.,Osrednjeslovenska,2001-12-31,23.0
ljubljana b.,Osrednjeslovenska,2001-12-31,34.0
vnajnarje,Osrednjeslovenska,2001-12-31,43.0
maribor,Podravska,2001-12-31,28.0
eis krsko,Posavska,2001-12-31,72.0
celje,Savinjska,2001-12-31,102.0
sostanj,Savinjska,2001-12-31,526.0
topolsica,Savinjska,2001-12-31,85.0
veliki vrh,Savinjska,2001-12-31,269.0
zavodnje,Savinjska,2001-12-31,120.0
velenje,Savinjska,2001-12-31,55.0
skale,Savinjska,2001-12-31,37.0
eis celje,Savinjska,2001-12-31,32.0
trbovlje,Zasavska,2001-12-31,246.0
hrastnik,Zasavska,2001-12-31,184.0
zagorje,Zasavska,2001-12-31,391.0
kovk,Zasavska,2001-12-31,28.0
dobovec,Zasavska,2001-12-31,1516.0
kum,Zasavska,2001-12-31,51.0
ravenska vas,Zasavska,2001-12-31,601.0
nova gorica,Goriška,2002-01-31,25.0
graska gora,Koroška,2002-01-31,150.0
ljubljana b.,Osrednjeslovenska,2002-01-31,38.0
vnajnarje,Osrednjeslovenska,2002-01-31,31.0
maribor,Podravska,2002-01-31,35.0
murska s.-rakican,Pomurska,2002-01-31,16.0
eis krsko,Posavska,2002-01-31,213.0
celje,Savinjska,2002-01-31,111.0
sostanj,Savinjska,2002-01-31,189.0
topolsica,Savinjska,2002-01-31,124.0
veliki vrh,Savinjska,2002-01-31,344.0
zavodnje,Savinjska,2002-01-31,184.0
velenje,Savinjska,2002-01-31,57.0
skale,Savinjska,2002-01-31,131.0
trbovlje,Zasavska,2002-01-31,328.0
hrastnik,Zasavska,2002-01-31,172.0
zagorje,Zasavska,2002-01-31,315.0
kovk,Zasavska,2002-01-31,26.0
dobovec,Zasavska,2002-01-31,695.0
kum,Zasavska,2002-01-31,151.0
ravenska vas,Zasavska,2002-01-31,580.0
nova gorica,Goriška,2002-02-28,16.0
graska gora,Koroška,2002-02-28,196.0
ljubljana b.,Osrednjeslovenska,2002-02-28,14.0
vnajnarje,Osrednjeslovenska,2002-02-28,30.0
maribor,Podravska,2002-02-28,37.0
murska s.-rakican,Pomurska,2002-02-28,11.0
eis krsko,Posavska,2002-02-28,146.0
celje,Savinjska,2002-02-28,44.0
sostanj,Savinjska,2002-02-28,530.0
topolsica,Savinjska,2002-02-28,254.0
veliki vrh,Savinjska,2002-02-28,250.0
zavodnje,Savinjska,2002-02-28,442.0
velenje,Savinjska,2002-02-28,39.0
skale,Savinjska,2002-02-28,93.0
trbovlje,Zasavska,2002-02-28,35.0
hrastnik,Zasavska,2002-02-28,38.0
zagorje,Zasavska,2002-02-28,81.0
kovk,Zasavska,2002-02-28,28.0
dobovec,Zasavska,2002-02-28,177.0
kum,Zasavska,2002-02-28,126.0
ravenska vas,Zasavska,2002-02-28,169.0
nova gorica,Goriška,2002-03-31,15.0
graska gora,Koroška,2002-03-31,113.0
ljubljana b.,Osrednjeslovenska,2002-03-31,24.0
vnajnarje,Osrednjeslovenska,2002-03-31,27.0
maribor,Podravska,2002-03-31,18.0
murska s.-rakican,Pomurska,2002-03-31,9.0
eis krsko,Posavska,2002-03-31,232.0
celje,Savinjska,2002-03-31,31.0
sostanj,Savinjska,2002-03-31,134.0
topolsica,Savinjska,2002-03-31,61.0
veliki vrh,Savinjska,2002-03-31,270.0
zavodnje,Savinjska,2002-03-31,103.0
velenje,Savinjska,2002-03-31,26.0
skale,Savinjska,2002-03-31,57.0
trbovlje,Zasavska,2002-03-31,42.0
hrastnik,Zasavska,2002-03-31,67.0
zagorje,Zasavska,2002-03-31,66.0
kovk,Zasavska,2002-03-31,37.0
dobovec,Zasavska,2002-03-31,116.0
kum,Zasavska,2002-03-31,93.0
ravenska vas,Zasavska,2002-03-31,410.0
nova gorica,Goriška,2002-04-30,18.0
graska gora,Koroška,2002-04-30,85.0
ljubljana b.,Osrednjeslovenska,2002-04-30,25.0
vnajnarje,Osrednjeslovenska,2002-04-30,53.0
maribor,Podravska,2002-04-30,27.0
murska s.-rakican,Pomurska,2002-04-30,8.0
eis krsko,Posavska,2002-04-30,273.0
celje,Savinjska,2002-04-30,11.0
sostanj,Savinjska,2002-04-30,263.0
topolsica,Savinjska,2002-04-30,42.0
veliki vrh,Savinjska,2002-04-30,221.0
zavodnje,Savinjska,2002-04-30,41.0
velenje,Savinjska,2002-04-30,14.0
skale,Savinjska,2002-04-30,36.0
trbovlje,Zasavska,2002-04-30,47.0
hrastnik,Zasavska,2002-04-30,120.0
zagorje,Zasavska,2002-04-30,67.0
kovk,Zasavska,2002-04-30,9.0
dobovec,Zasavska,2002-04-30,216.0
kum,Zasavska,2002-04-30,139.0
ravenska vas,Zasavska,2002-04-30,293.0
nova gorica,Goriška,2002-05-31,20.0
graska gora,Koroška,2002-05-31,97.0
ljubljana b.,Osrednjeslovenska,2002-05-31,17.0
vnajnarje,Osrednjeslovenska,2002-05-31,32.0
maribor,Podravska,2002-05-31,11.0
murska s.-rakican,Pomurska,2002-05-31,12.0
eis krsko,Posavska,2002-05-31,145.0
celje,Savinjska,2002-05-31,28.0
sostanj,Savinjska,2002-05-31,553.0
topolsica,Savinjska,2002-05-31,57.0
veliki vrh,Savinjska,2002-05-31,210.0
zavodnje,Savinjska,2002-05-31,87.0
velenje,Savinjska,2002-05-31,16.0
skale,Savinjska,2002-05-31,84.0
trbovlje,Zasavska,2002-05-31,38.0
hrastnik,Zasavska,2002-05-31,235.0
zagorje,Zasavska,2002-05-31,40.0
kovk,Zasavska,2002-05-31,28.0
dobovec,Zasavska,2002-05-31,176.0
kum,Zasavska,2002-05-31,140.0
ravenska vas,Zasavska,2002-05-31,321.0
nova gorica,Goriška,2002-06-30,8.0
graska gora,Koroška,2002-06-30,96.0
ljubljana b.,Osrednjeslovenska,2002-06-30,28.0
vnajnarje,Osrednjeslovenska,2002-06-30,16.0
maribor,Podravska,2002-06-30,11.0
murska s.-rakican,Pomurska,2002-06-30,6.0
eis krsko,Posavska,2002-06-30,112.0
celje,Savinjska,2002-06-30,26.0
sostanj,Savinjska,2002-06-30,213.0
topolsica,Savinjska,2002-06-30,31.0
veliki vrh,Savinjska,2002-06-30,156.0
zavodnje,Savinjska,2002-06-30,49.0
velenje,Savinjska,2002-06-30,22.0
skale,Savinjska,2002-06-30,27.0
trbovlje,Zasavska,2002-06-30,73.0
hrastnik,Zasavska,2002-06-30,137.0
zagorje,Zasavska,2002-06-30,78.0
kovk,Zasavska,2002-06-30,20.0
dobovec,Zasavska,2002-06-30,223.0
kum,Zasavska,2002-06-30,118.0
ravenska vas,Zasavska,2002-06-30,352.0
nova gorica,Goriška,2002-07-31,11.0
graska gora,Koroška,2002-07-31,66.0
ljubljana b.,Osrednjeslovenska,2002-07-31,22.0
vnajnarje,Osrednjeslovenska,2002-07-31,31.0
maribor,Podravska,2002-07-31,14.0
murska s.-rakican,Pomurska,2002-07-31,8.0
eis krsko,Posavska,2002-07-31,77.0
celje,Savinjska,2002-07-31,21.0
sostanj,Savinjska,2002-07-31,450.0
topolsica,Savinjska,2002-07-31,51.0
veliki vrh,Savinjska,2002-07-31,290.0
zavodnje,Savinjska,2002-07-31,18.0
velenje,Savinjska,2002-07-31,57.0
skale,Savinjska,2002-07-31,60.0
trbovlje,Zasavska,2002-07-31,45.0
hrastnik,Zasavska,2002-07-31,201.0
zagorje,Zasavska,2002-07-31,66.0
kovk,Zasavska,2002-07-31,23.0
dobovec,Zasavska,2002-07-31,107.0
kum,Zasavska,2002-07-31,79.0
ravenska vas,Zasavska,2002-07-31,199.0
nova gorica,Goriška,2002-08-31,6.0
graska gora,Koroška,2002-08-31,94.0
ljubljana b.,Osrednjeslovenska,2002-08-31,11.0
vnajnarje,Osrednjeslovenska,2002-08-31,15.0
maribor,Podravska,2002-08-31,15.0
murska s.-rakican,Pomurska,2002-08-31,5.0
eis krsko,Posavska,2002-08-31,103.0
celje,Savinjska,2002-08-31,12.0
sostanj,Savinjska,2002-08-31,201.0
topolsica,Savinjska,2002-08-31,39.0
veliki vrh,Savinjska,2002-08-31,222.0
zavodnje,Savinjska,2002-08-31,28.0
velenje,Savinjska,2002-08-31,19.0
skale,Savinjska,2002-08-31,28.0
trbovlje,Zasavska,2002-08-31,25.0
hrastnik,Zasavska,2002-08-31,41.0
zagorje,Zasavska,2002-08-31,9.0
kovk,Zasavska,2002-08-31,2.0
dobovec,Zasavska,2002-08-31,9.0
kum,Zasavska,2002-08-31,
ravenska vas,Zasavska,2002-08-31,99.0
nova gorica,Goriška,2002-09-30,6.0
graska gora,Koroška,2002-09-30,115.0
ljubljana b.,Osrednjeslovenska,2002-09-30,19.0
vnajnarje,Osrednjeslovenska,2002-09-30,30.0
maribor,Podravska,2002-09-30,4.0
murska s.-rakican,Pomurska,2002-09-30,5.0
eis krsko,Posavska,2002-09-30,120.0
celje,Savinjska,2002-09-30,12.0
sostanj,Savinjska,2002-09-30,119.0
topolsica,Savinjska,2002-09-30,37.0
veliki vrh,Savinjska,2002-09-30,179.0
zavodnje,Savinjska,2002-09-30,36.0
velenje,Savinjska,2002-09-30,17.0
skale,Savinjska,2002-09-30,30.0
trbovlje,Zasavska,2002-09-30,23.0
hrastnik,Zasavska,2002-09-30,54.0
zagorje,Zasavska,2002-09-30,62.0
kovk,Zasavska,2002-09-30,18.0
dobovec,Zasavska,2002-09-30,66.0
kum,Zasavska,2002-09-30,
ravenska vas,Zasavska,2002-09-30,145.0
nova gorica,Goriška,2002-10-31,13.0
graska gora,Koroška,2002-10-31,76.0
ljubljana b.,Osrednjeslovenska,2002-10-31,15.0
vnajnarje,Osrednjeslovenska,2002-10-31,18.0
maribor,Podravska,2002-10-31,25.0
murska s.-rakican,Pomurska,2002-10-31,8.0
eis krsko,Posavska,2002-10-31,149.0
celje,Savinjska,2002-10-31,22.0
sostanj,Savinjska,2002-10-31,454.0
topolsica,Savinjska,2002-10-31,26.0
veliki vrh,Savinjska,2002-10-31,245.0
zavodnje,Savinjska,2002-10-31,30.0
velenje,Savinjska,2002-10-31,25.0
skale,Savinjska,2002-10-31,57.0
trbovlje,Zasavska,2002-10-31,29.0
